project_id,project,description,ticker
PRO550,Perion,Perion’s mission is to create and distribute opportunity by harnessing the untapped potential of the Web3.0 gaming community and positioning them as the economic champions of tomorrow.,PERC
PRO551,CyberTrade,CyberTrade is an upcoming open-world MMO RPG game built on Binance SMarcht Chain.,CCASH
PRO552,​​Heroes of NFT,Heroes of NFT roes of NFT is an online card game where you can attend tournaments and defeat your opponents to rise to victory.,HON
PRO553,Colony,Colony is the platform to build your DAO.,CLNY
PRO554,Merit Circle,Merit Circle is creating a DAO that develops opportunities to earn through play for people who want to help build the metaverse.,MC
PRO555,Vesta Finance,Vesta Finance is a layer 2-first lending protocol that allows users to obtain maximum liquidity against their collateral without paying interest.,VSTA
PRO556,2Crazy,2Crazy is a blockchain-based gaming platform with a wide range of popular online games.,
PRO557,Nym,"The Nym protocol is open-source, Decemberentralized, permissionless and incentivized, and will allow developers to build applications that provide users with strong guarantees against metadata leakage, at both the level of network traffic, and of authentication and payments.",NYM
PRO558,KingdomX,KingdomX is a P2E meta strategic war battleground.,KT
PRO559,​​Harmony Launcher,Harmony Launcher is the first Decemberentralized IGO + IDO Incubation Launchpad on Harmony Blockchain.,HARL
PRO560,Prism Protocol,"Prism Protocol is a revolutionary derivatives protocol that introduces new asset classes in DeFi, allowing users to manage the risks associated with volatile prices and unstable yields in a simple and capitalefficient manner.",PRISM
PRO561,Arenum,Arenum is the evolution of mobile gaming and cryptocurrency which has a feature-rich ecosystem to attract players and engage them for the long term while providing rewarding incentives for developers and gamers alike.,ARN
PRO562,​​Bullieverse,Bullieverse is an Open Metaverse developed for the community of players and creators.,BULL
PRO563,Iron Bank,Iron Bank is a Decemberentralized protocol to protocol lending platform.,IB
PRO564,Orbitau,"Orbitau is a turn-based idle combat/socializing game, inspired by Norse Mythology and the Seven Deadly Sins.",TAUM
PRO565,DragonSB,DragonSB represents the first metaverse MMORPG built on Terra Protocol and Binance SMarcht Chain Platform.,SB
PRO566,DeFiato,DeFiato is a Centralised DeFi (CeDeFi) platform that combines the user-friendly features of a centralised platform with the entire universe of DeFi services.,DFIAT
PRO567,Alpine F1,Alpine F1 is proud to combine forces with BWT to drive sustainability around the world using the shared global platforms of Formula 1 and the automotive indust.,ALPINE
PRO568,Metarun,Metarun (previously GoFungibles) is the first blockchain-based P2E and P2W endless mobile runner game with NFT assets.,MRUN
PRO569,Circuits of Value,Circuits of Value develops tradable crypto tokens and platforms for movable values.,COVAL
PRO570,Universe Finance,Universe Finance is an active liquidity management platform of Uniswap V3 based on risk ranking and quantitative strategies,UNT
PRO571,Tap Fantasy,Tap Fantasy Metaverse is the metaverse version of the MMORPG game.,TAP
PRO572,Anchor Protocol,"Anchor is a savings protocol offering low-volatile yields on Terra stablecoin deposits. The Anchor rate is powered by a diversified stream of staking rewards from major proof-of-stake blockchains, and therefore can be expected to be much more stable than money Marchket interest rates. We believe that a stable, reliable source of yield in Anchor has the opportunity to become the reference interest rate in crypto.",ANC
PRO573,Ark Rivals,Ark Rivals is a Sci-fi action strategy NFT game entirely based on User-Generated Content (UGC).,ARKN
PRO574,UncleMine,UncleMine is a DeFi & DAO platform backed by verifiable mining assets.,UM
PRO575,ZooDAO,"ZooDAO is a community-governed platform to enable users to generate passive income from NFTs, through gamification. ZooDAO’s platform permits NFTs to be staked, and eligible NFTs to be engaged in randomized battles to generate organic yield and rewards.",ZOO
PRO576,Kyberdyne,Kyberdyne is a DBG (Decemberk-Building Game) with a Rogue-like mechanism built by an AAA game studio.,KBD
PRO577,Atlas DEX,"Atlas DEX is a Decemberentralized cross-chain liquidity aggregator, designed to create a seamless trading experience for anyone looking to exchange tokens.",ATS
PRO578,JPEG’d,JPEG'd is a protocol that in the future the NFT space extends to music royalties and albums.,JPEG
PRO579,Ratio Finance,Ratio Finance allows investors in the Solana ecosystem to extend the capabilities of their liquidity provisioning efforts by minting stable coins (USDr) using their Raydium LP tokens as collateral.,RATIO
PRO580,Pawtocol,Pawtocol is a global online community of pet lovers who are disrupting the pet industry by leveraging blockchain technology while monetizing data about their pets.,UPI
PRO581,Chrono.tech,"Chrono.tech provides blockchain-based solutions for recruitment, HR, and payment processes, reducing the barriers to accessing work and transferring funds securely in the global labor Marchketplace.",TIME
PRO582,EarthFund,EarthFund is a DAO-controlled crowdfunding platform for projects and ideas that can make the world a better place.,1Earth
PRO583,Launchblock.com,"Launchblock.com is a borderless incubator for raising funds and scaling projects across the GameFi, NFT financing, DeFi and the entire Cryptocurrency Space.",LBP
PRO584,Paragen,Paragen is the first multichain metaverse and gamefi incubator and launchpad with the aim of scaling the attentive Marchket by connecting investors with developers to pioneer a virtual tomorrow.,RGEN
PRO585,IndiGG,IndiGG is a Sub-DAO of Yield Guild Games (YGG) being built in association with Polygon to create a Play-to-Earn gaming hub within India.,INDI
PRO586,Fantom Maker,"Fantom Maker is the first launchpad and incubator focused solely on the Fantom Opera blockchain, with the goal to enrich the entire Fantom ecosystem through the incubation and launch of quality projects.",FAME
PRO587,Stepn,STEPN is a Web3 lifestyle app with Social-Fi & Game-Fi elements,GMT
PRO588,Swappery,"The Swappery is the first cross-chain Decemberentralized Exchange (DEX), built for the Casper Network.",SWPR
PRO589,Voltage Finance,Voltage Finance is a Defi hub accessible to the retail audience globally.,VOLT
PRO590,Seeded Network,"Seeded Network is a project incubator with unique borrowing, lending, and staking solutions, combining aspects of cryptocurrency with the expanding world of DeFi.",SEEDED
PRO591,CryptoZeroFi,ZeroFi is a combat role-playing NFT game built on the Binance SMarcht Chain with Zero Fee goal and Metaverse orientation.,ZERI
PRO592,Axelar,"Axelar provides a Decemberentralized network that connects dApp builders with blockchain ecosystems, applications and users for frictionless cross-chain communication. Axelar consists of a protocol suite, tools, and APIs, designed to break down the barriers to cross-chain communication.",AXL
PRO593,Stader Labs,"Stader Labs diversifies risk by staking across an index of validators in one click, allowing investors like you to maximize your staking returns by tapping into multiple financial products built on top of staked assets.",SD
PRO594,Yuga Labs,"Yuga Labs is a contributor to ApeCoin, a community member of the ApeCoin DAO, and will be using ApeCoin as the priMarchy token in Yuga Labs project.",APE
PRO595,Cryptoverse,The Cryptoverse is a 3D virtual world that is built in the Unreal Engine and underpinned by blockchain technologies.,CGG
PRO596,DeFiYield,DeFiYield positions itself as the safest and most accessible DeFi yield farming ecosystem and cross-chain investment protocol.,DEFI
PRO597,IotexPad,IoTeXpad aims to be the priMarchy incubator and launchpad for emerging projects within the IoTeX ecosystem.,TEX
PRO598,C2X,C2X is a blockchain gaming platform.,C2X
PRO599,Stargate Finance,Stargate is a fully composable liquidity transport protocol that lives at the heart of Omnichain DeFi.,STG
PRO600,STRT Button,"STRT Button is a platform that will be used for every community and web 3.0 ecosystem, by providing a Multi-Chain DApp as a service.",STRT
PRO601,Bixos,Bixos is a combination of NFT technology and the real estate sector on blockchain.,UBXS
PRO602,Biswap,Biswap is the first Decemberentralized exchange platform on the Marchket with a three-type referral system and the lowest platform transaction fees.,BSW
PRO603,Ashward,"Ashward is a virtual world where players can own, and monetize their gaming experiences in the Binance SMarcht Chain (BSC) network using ASC, the platform’s utility token.",ASC
PRO604,Mundo,"Mundo is a blockchain-based open world fantasy MMORPG free to play, play to earn game where anyone can earn tokens through grinding and skilled pvp gameplay.",MUNDO
PRO605,Dogami,Dogami is a unique play-to-earn AR mobile game supported by the Tezos blockchain.,DOGA
PRO606,Berry,"Berry project is running a Berry Store application, an online Marchket where celebrities' cherished items/goods and talents (wedding song, meal ticket, etc) are available.",BERRY
PRO607,Deliq,"Deliq Finance is a Avalanche based Decemberentralized , transparent liquidity provisioning protocol powered by blockchain technology.",DLQ
PRO608,Metawear,Metawear is an institution providing whole scale services on fashion product and collection virtualization and transformation services to textile industry giants.,WEAR
PRO609,Tribal Credit,"Tribal is a payment and financing platform that can underwrite and approve SMBs using a proprietary AI-driven algorithm. Tribal offers SMBs access to multi-currency corporate cards, spend management, crypto and traditional payment rails, and short-term financing.",TRIBL
PRO610,Galaxy Blitz,Galaxy Blitz is a Play To Earn strategy NFT game where you lead the descendants of humanity to forge a new empire.,MIT
PRO611,Basketballverse,Basketballverse is a blockchain-based P2E (play-to-earn) gaming model offers a wide-open economy and financial rewards to every player in the gaming ecosystem.,BVR
PRO612,Fayre,Fayre is an NFT Marchketplace and ecosystem for brands and fans.,FAYRE
PRO613,Choise.com,Choise.com is a MetaFi (CeFi/DeFi) ecosystem based on Crypterium CeFi solutions and Charism DeFi protocol.,CHO
PRO614,Wizardia,Wizardia is an AAA-quality Play-to-Earn (P2E) online role-playing strategy game.,WZRD
PRO615,Itheum,Itheum is a Decemberentralized data brokerage platform that transforms your personal data into a highly tradable asset class.,ITHEUM
PRO616,Celestial,"Celestial is a multichain metaverse video game that unfolds across the broad universe in which players can colonize planets, harvest resources, form alliances with other commanders and engage in intergalactic warfare.",CELT
PRO617,Gamium,"Gamium is a web3 and metaverse technology company whose mission is to create the first metaverse that interconnects all of them, making avatars and assets multi-metaverse compatible.",GMM
PRO618,Lyber,"Lyber is the first European neo-bank specializing in digital assets allowing its users to invest, send and spend their assets easily.",LYB
